SOLDIER_ID,LAST_NAME,FIRST_NAME,GENDER,AGE,HOME_STATE,RANK,PAY_GRADE,MOS_CODE,MOS_TITLE,MOS_BRANCH,BRIGADE,BATTALION,COMPANY,PLATOON,ENLISTMENT_DATE,YEARS_OF_SERVICE,STATUS,DEPLOYMENT,THEATER,DEPLOY_MONTHS,COMBAT_TOURS,BASE_PAY_USD,BAH_USD,BAS_USD,TOTAL_MONTHLY_PAY_USD,ACFT_TOTAL_SCORE,ACFT_STATUS,RUN_TIME_MIN,PUSHUPS_COUNT,SITUPS_COUNT,WEAPON,WEAPON_SCORE,WEAPON_QUALIFICATION,EDUCATION,SECURITY_CLEARANCE,AIRBORNE_QUALIFIED,AIR_ASSAULT_QUALIFIED,RANGER_TAB,VEHICLE_QUALIFIED,AWARD_1,AWARD_2,EVAL_RATING,LAST_PROMOTION_DATE,INJURY_STATUS,REENLIST_ELIGIBLE,DAYS_UNTIL_ETS,ETS_STATUS
US-0062,Lewis,Crystal,F,27,TX,SGT,E5,92A,Automated Logistical Specialist,Logistics,DIVARTY,3-66 AR,Charlie,HQ PLT,2012-02-23,12.3,TDY,OEF,Afghanistan,12,2,2730,2062,422,5214,562,PASS,17.5,52,62,M9 Pistol,38,EXPERT,MA/MS Degree,Top Secret,YES,NO,NO,None,Airborne Badge,None,Highly Qualified,2024-12-21,Limited Duty,YES,432,Retained
US-0063,Garcia,Ryan,M,39,AL,CPT,O3,12B,Combat Engineer,Combat Support,DISCOM,1-41 IN,Alpha,HQ PLT,2020-09-17,3.7,Leave,OIF,Iraq,6,1,4836,838,266,5940,394,PASS,15.2,29,56,M9 Pistol,32,SHARPSHOOTER,MA/MS Degree,Secret,NO,NO,NO,None,None,Expert Infantryman Badge,Highly Qualified,2020-12-20,Limited Duty,YES,1382,Retained
US-0064,Wright,Nathan,M,42,NY,1SG,E8,92A,Automated Logistical Specialist,Logistics,CAB,1-41 IN,Bravo,3rd PLT,2017-07-08,6.9,TDY,OIR,Iraq/Syria,7,1,4739,1409,422,6570,540,PASS,18.5,64,75,M240B,31,SHARPSHOOTER,AA Degree,None,NO,NO,NO,None,Purple Heart,None,Needs Improvement,2017-11-20,Fit for Duty,YES,918,Retained
US-0065,Anderson,Lauren,F,31,AL,COL,O6,13F,Fire Support Specialist,Combat Support,2nd BCT,15th BSB,Charlie,HQ PLT,2020-08-13,3.8,Active Duty,OIR,Iraq/Syria,4,0,7668,0,266,7934,405,PASS,14.6,62,63,M249 SAW,17,MARKSMAN,BA/BS Degree,Secret,YES,NO,NO,M1126 Stryker,Army Achievement Medal,None,Outstanding,2021-10-19,Profile,YES,669,Retained
US-0066,King,DeShawn,M,32,PA,MSG,E8,88M,Motor Transport Operator,Logistics,DISCOM,2-4 AVN,Foxtrot,1st PLT,2008-12-05,15.5,TDY,KFOR,Kosovo,5,0,4739,874,422,6035,438,PASS,19.2,31,77,M4 Carbine,16,MARKSMAN,Some College,TS/SCI,NO,YES,NO,None,Bronze Star Medal,Army Achievement Medal,Needs Improvement,2024-05-25,Fit for Duty,YES,1379,Retained
US-0067,Johnson,Aaron,M,30,IL,2LT,O1,31B,Military Police,Law Enforcement,3rd BCT,21st BSB,Echo,2nd PLT,2008-12-08,15.5,Medical Hold,Peacetime,CONUS,0,0,3637,2108,266,6011,334,FAIL,19.5,52,50,M9 Pistol,37,EXPERT,BA/BS Degree,Top Secret,NO,YES,NO,M1126 Stryker,Army Achievement Medal,None,Qualified,2021-01-23,Medical Hold,YES,-454,ETS Eligible
US-0068,Thompson,Nathan,M,33,KY,PFC,E2,15T,UH-60 Helicopter Repairer,Aviation,1st BCT,87th BSB,Charlie,2nd PLT,2014-02-04,10.3,Leave,JRTC Rotation,Fort Johnson,0,0,2149,1829,422,4400,478,PASS,18.4,60,48,M249 SAW,23,MARKSMAN,Some College,Top Secret,NO,NO,NO,LMTV,Combat Infantry Badge,None,Outstanding,2023-10-17,Profile,YES,-165,ETS Eligible
US-0069,Jackson,Crystal,F,19,KY,SPC,E3,94F,Special Electronic Devices Repairer,Maintenance,DIVARTY,2-5 CAV,Alpha,HQ PLT,2016-05-03,8.1,Medical Hold,OEF,Afghanistan,4,0,2259,1136,422,3817,395,PASS,19.8,48,37,M9 Pistol,18,MARKSMAN,BA/BS Degree,Secret,NO,NO,NO,HMMWV,Air Assault Badge,None,Highly Qualified,2018-11-08,Medical Hold,YES,-488,ETS Eligible
US-0070,Williams,DeShawn,M,35,AZ,MAJ,O4,35F,Intelligence Analyst,Intelligence,DISCOM,2-5 CAV,HHC,1st PLT,2006-07-20,17.9,Active Duty,KFOR,Kosovo,1,0,5696,1387,266,7349,505,PASS,14,28,79,M240B,28,MARKSMAN,MA/MS Degree,Secret,NO,YES,NO,M2A3 Bradley,Expert Infantryman Badge,Meritorious Service Medal,Outstanding,2024-09-21,Profile,YES,-486,ETS Eligible
US-0071,Lewis,Derek,M,30,MO,MAJ,O4,88M,Motor Transport Operator,Logistics,CAB,1-41 IN,Bravo,4th PLT,2012-10-06,11.7,Medical Hold,OEF,Afghanistan,8,1,5696,0,266,5962,298,FAIL,12.8,62,56,M249 SAW,22,MARKSMAN,Some College,None,NO,NO,YES,M1A2 Abrams,Army Achievement Medal,None,Highly Qualified,2015-02-21,Profile,YES,1563,Retained
US-0072,Allen,Kevin,M,40,CO,2LT,O1,92A,Automated Logistical Specialist,Logistics,DIVARTY,1-4 AVN,Foxtrot,3rd PLT,2010-04-25,14.1,Active Duty,OIR,Iraq/Syria,4,0,3637,0,266,3903,575,PASS,16,37,33,M249 SAW,36,EXPERT,BA/BS Degree,Top Secret,NO,NO,NO,None,None,None,Outstanding,2014-02-15,Profile,YES,1703,Retained
US-0073,Thompson,Jessica,F,39,MI,SGM,E9,25B,IT Specialist,Signal,DISCOM,3-66 AR,Foxtrot,4th PLT,2006-04-18,18.1,Active Duty,Peacetime,CONUS,0,0,5473,1645,422,7540,414,PASS,17.2,28,54,M240B,22,MARKSMAN,MA/MS Degree,Secret,YES,NO,NO,M2A3 Bradley,Purple Heart,Expert Infantryman Badge,Needs Improvement,2024-01-18,Fit for Duty,YES,1789,Retained
US-0074,Wilson,Ryan,M,34,AL,2LT,O1,25U,Signal Support Specialist,Signal,1st BCT,1-41 IN,Bravo,1st PLT,2021-10-02,2.7,Transition,NTC Rotation,Fort Irwin,0,0,3637,0,266,3903,493,PASS,18.4,65,43,M249 SAW,33,SHARPSHOOTER,BA/BS Degree,Top Secret,NO,NO,NO,FMTV,Purple Heart,Meritorious Service Medal,Outstanding,2023-08-20,Fit for Duty,YES,811,Retained
US-0075,Moore,Nathan,M,41,TN,MAJ,O4,11B,Infantry,Combat,DIVARTY,1-41 IN,Echo,2nd PLT,2005-05-13,19.1,TDY,OIR,Iraq/Syria,13,2,5696,0,266,5962,581,PASS,14.2,34,54,M249 SAW,31,SHARPSHOOTER,Some College,TS/SCI,NO,NO,NO,HMMWV,Air Assault Badge,None,Needs Improvement,2009-02-16,Profile,YES,1720,Retained
US-0076,Martinez,Marcus,M,18,SC,PFC,E2,31B,Military Police,Law Enforcement,1st BCT,3-16 FA,Bravo,2nd PLT,2006-07-11,17.9,Active Duty,JRTC Rotation,Fort Johnson,0,0,2149,0,422,2571,320,FAIL,14.4,49,53,M9 Pistol,37,EXPERT,BA/BS Degree,None,NO,NO,NO,None,Expert Infantryman Badge,None,Outstanding,2008-02-29,Profile,YES,1647,Retained
US-0077,Wilson,Kevin,M,45,CO,1SG,E8,25B,IT Specialist,Signal,3rd BCT,2-12 IN,Foxtrot,4th PLT,2006-10-10,17.6,Active Duty,OIR,Iraq/Syria,12,2,4739,0,422,5161,331,FAIL,20.9,34,49,M4 Carbine,18,MARKSMAN,AA Degree,None,NO,YES,NO,M1A2 Abrams,Meritorious Service Medal,None,Outstanding,2011-02-26,Fit for Duty,YES,365,Retained
US-0078,Williams,Brianna,F,43,FL,SPC,E3,15T,UH-60 Helicopter Repairer,Aviation,3rd BCT,15th BSB,HHC,1st PLT,2009-01-09,15.4,Leave,NTC Rotation,Fort Irwin,0,0,2259,0,422,2681,493,PASS,20.7,57,39,M4 Carbine,25,MARKSMAN,MA/MS Degree,Top Secret,NO,NO,NO,None,Combat Infantry Badge,Airborne Badge,Outstanding,2018-10-21,Medical Hold,YES,450,Retained
US-0079,Young,Jason,M,30,NY,CPT,O3,31B,Military Police,Law Enforcement,3rd BCT,1-8 CAV,Echo,3rd PLT,2022-07-29,1.8,Leave,KFOR,Kosovo,15,2,4836,1267,266,6369,385,PASS,17.2,44,57,M9 Pistol,18,MARKSMAN,BA/BS Degree,None,YES,NO,NO,None,None,None,Qualified,2022-07-07,Medical Hold,NO,-479,ETS Eligible
US-0080,Jackson,Carlos,M,25,IN,1SG,E8,11C,Indirect Fire Infantry,Combat,2nd BCT,2-5 CAV,Bravo,4th PLT,2015-01-25,9.3,TDY,Peacetime,CONUS,0,0,4739,1936,422,7097,573,PASS,13.4,25,52,M4 Carbine,35,SHARPSHOOTER,MA/MS Degree,TS/SCI,NO,YES,NO,M2A3 Bradley,Airborne Badge,Meritorious Service Medal,Highly Qualified,2016-07-22,Profile,YES,601,Retained
US-0081,Robinson,Brandon,M,28,CO,SGT,E5,11C,Indirect Fire Infantry,Combat,2nd BCT,3-16 FA,Charlie,4th PLT,2011-09-22,12.7,Medical Hold,KFOR,Kosovo,2,0,2730,1539,422,4691,543,PASS,20.5,66,70,M249 SAW,30,SHARPSHOOTER,MA/MS Degree,Top Secret,NO,NO,NO,None,Army Achievement Medal,None,Highly Qualified,2024-07-12,Profile,YES,322,Retained
US-0082,Garcia,Tanya,F,32,VA,CPT,O3,35F,Intelligence Analyst,Intelligence,3rd BCT,2-4 AVN,Echo,4th PLT,2017-12-01,6.5,Leave,NTC Rotation,Fort Irwin,0,0,4836,1296,266,6398,491,PASS,15.7,72,80,M240B,19,MARKSMAN,HS Diploma,None,NO,NO,NO,M2A3 Bradley,Airborne Badge,None,Qualified,2024-02-08,Limited Duty,YES,740,Retained
US-0083,Wright,Brandon,M,21,TX,SGT,E5,19D,Cavalry Scout,Combat,CAB,3-16 FA,Alpha,4th PLT,2018-05-31,6,Deployed,KFOR,Kosovo,12,2,2730,1894,422,5046,564,PASS,17.1,70,53,M4 Carbine,19,MARKSMAN,HS Diploma,None,NO,NO,NO,None,None,None,Needs Improvement,2023-10-26,Medical Hold,YES,1785,Retained
US-0084,Jackson,Carlos,M,32,MO,CPT,O3,68W,Combat Medic,Medical,DISCOM,21st BSB,Echo,HQ PLT,2008-05-19,16,Transition,OIR,Iraq/Syria,0,0,4836,0,266,5102,349,FAIL,15,78,35,M249 SAW,27,MARKSMAN,AA Degree,TS/SCI,NO,NO,YES,None,Bronze Star Medal,None,Qualified,2023-12-10,Fit for Duty,YES,-29,ETS Eligible
US-0085,King,Jason,M,31,AZ,CPL,E4,15T,UH-60 Helicopter Repairer,Aviation,2nd BCT,2-4 AVN,Bravo,HQ PLT,2008-11-30,15.5,Medical Hold,Peacetime,CONUS,0,0,2504,1127,422,4053,408,PASS,17.3,81,59,M9 Pistol,36,EXPERT,HS Diploma,None,NO,NO,NO,None,Combat Infantry Badge,None,Outstanding,2024-11-15,Profile,YES,-244,ETS Eligible
US-0086,Jackson,Aaron,M,25,VA,2LT,O1,13F,Fire Support Specialist,Combat Support,CAB,2-5 CAV,Charlie,4th PLT,2016-11-02,7.6,Transition,JRTC Rotation,Fort Johnson,0,0,3637,1441,266,5344,468,PASS,17.7,57,37,M240B,30,SHARPSHOOTER,HS Diploma,None,NO,NO,YES,None,Airborne Badge,None,Needs Improvement,2017-08-02,Profile,YES,1592,Retained
US-0087,Young,Rachel,F,34,AL,SGT,E5,92A,Automated Logistical Specialist,Logistics,CAB,3-16 FA,Bravo,4th PLT,2019-04-04,5.2,Medical Hold,Peacetime,CONUS,0,0,2730,0,422,3152,361,PASS,17.2,51,48,M249 SAW,26,MARKSMAN,BA/BS Degree,Secret,NO,NO,NO,HMMWV,Expert Infantryman Badge,Purple Heart,Highly Qualified,2024-06-24,Limited Duty,YES,185,Retained
US-0088,Thompson,James,M,41,IL,SGM,E9,11B,Infantry,Combat,3rd BCT,1-41 IN,HHC,3rd PLT,2008-10-09,15.6,Attached,NTC Rotation,Fort Irwin,0,0,5473,1736,422,7631,348,FAIL,17.2,27,66,M240B,40,EXPERT,AA Degree,TS/SCI,NO,NO,YES,M1126 Stryker,Air Assault Badge,Purple Heart,Highly Qualified,2009-12-13,Fit for Duty,YES,1298,Retained
US-0089,Wilson,Kevin,M,45,SC,1LT,O2,25B,IT Specialist,Signal,DISCOM,21st BSB,Echo,4th PLT,2008-09-21,15.7,Leave,Peacetime,CONUS,0,0,4188,0,266,4454,581,PASS,19.4,71,33,M240B,33,SHARPSHOOTER,HS Diploma,Top Secret,NO,NO,NO,HMMWV,Bronze Star Medal,Combat Infantry Badge,Needs Improvement,2009-04-30,Profile,YES,635,Retained
US-0090,Thompson,Luis,M,45,FL,SGT,E5,19D,Cavalry Scout,Combat,3rd BCT,1-41 IN,Foxtrot,4th PLT,2015-12-24,8.4,Medical Hold,OEF,Afghanistan,8,1,2730,2085,422,5237,337,FAIL,15.7,24,70,M9 Pistol,32,SHARPSHOOTER,BA/BS Degree,TS/SCI,NO,NO,YES,LMTV,None,None,Needs Improvement,2019-06-18,Medical Hold,YES,392,Retained
US-0091,Wilson,Nicole,F,23,PA,COL,O6,25U,Signal Support Specialist,Signal,3rd BCT,2-12 IN,Charlie,HQ PLT,2017-12-18,6.5,Medical Hold,OEF,Afghanistan,15,2,7668,0,266,7934,525,PASS,12.9,60,80,M4 Carbine,19,MARKSMAN,HS Diploma,Secret,NO,NO,NO,None,Combat Infantry Badge,None,Highly Qualified,2021-03-04,Medical Hold,YES,177,ETS Eligible
US-0092,King,Travis,M,30,FL,SGM,E9,19D,Cavalry Scout,Combat,DISCOM,1-41 IN,Delta,1st PLT,2020-10-13,3.6,Leave,OIF,Iraq,0,0,5473,1237,422,7132,555,PASS,13.2,57,44,M9 Pistol,16,MARKSMAN,HS Diploma,Secret,NO,YES,NO,None,Army Commendation Medal,Army Achievement Medal,Outstanding,2024-12-09,Fit for Duty,YES,725,Retained
US-0093,Davis,Travis,M,43,NY,SGT,E5,11C,Indirect Fire Infantry,Combat,DIVARTY,21st BSB,Alpha,HQ PLT,2019-07-31,4.8,Transition,OEF,Afghanistan,14,2,2730,0,422,3152,516,PASS,17.8,29,56,M249 SAW,18,MARKSMAN,Some College,TS/SCI,NO,NO,NO,M2A3 Bradley,Army Achievement Medal,None,Highly Qualified,2022-03-13,Medical Hold,YES,-391,ETS Eligible
US-0094,Walker,Michael,M,42,AL,SFC,E7,19D,Cavalry Scout,Combat,CAB,2-12 IN,Echo,1st PLT,2022-07-31,1.8,Medical Hold,NTC Rotation,Fort Irwin,0,0,3294,1290,422,5006,594,PASS,15.8,35,61,M4 Carbine,32,SHARPSHOOTER,HS Diploma,TS/SCI,NO,NO,NO,M1A2 Abrams,Army Commendation Medal,Purple Heart,Qualified,2023-06-21,Fit for Duty,NO,383,Retained
US-0095,Harris,Marcus,M,38,FL,SGM,E9,15T,UH-60 Helicopter Repairer,Aviation,DISCOM,15th BSB,Foxtrot,4th PLT,2014-07-02,9.9,Attached,JRTC Rotation,Fort Johnson,0,0,5473,0,422,5895,368,PASS,17.9,54,69,M240B,18,MARKSMAN,AA Degree,Secret,NO,NO,NO,M2A3 Bradley,Bronze Star Medal,None,Qualified,2014-08-26,Limited Duty,YES,501,Retained
US-0096,Brown,Elijah,M,26,SC,LTC,O5,92A,Automated Logistical Specialist,Logistics,DIVARTY,1-8 CAV,Charlie,2nd PLT,2007-09-06,16.7,Leave,OIF,Iraq,4,0,6618,0,266,6884,554,PASS,16.7,42,63,M240B,21,MARKSMAN,HS Diploma,None,YES,NO,NO,LMTV,Purple Heart,None,Needs Improvement,2021-01-27,Medical Hold,YES,-185,ETS Eligible
US-0097,Walker,Danielle,F,25,WA,1LT,O2,11B,Infantry,Combat,CAB,21st BSB,Bravo,3rd PLT,2008-07-12,15.9,Deployed,OIR,Iraq/Syria,3,0,4188,0,266,4454,312,FAIL,14.4,52,30,M4 Carbine,23,MARKSMAN,Some College,Secret,YES,NO,NO,M1126 Stryker,Army Commendation Medal,None,Outstanding,2014-01-31,Limited Duty,YES,-181,ETS Eligible
US-0098,Walker,Tyler,M,42,IL,PFC,E2,12B,Combat Engineer,Combat Support,2nd BCT,15th BSB,Alpha,4th PLT,2006-07-19,17.9,Medical Hold,KFOR,Kosovo,9,1,2149,1436,422,4007,478,PASS,13.2,49,30,M249 SAW,25,MARKSMAN,Some College,Top Secret,NO,YES,NO,M1A2 Abrams,Airborne Badge,None,Qualified,2011-03-24,Fit for Duty,YES,1718,Retained
US-0099,Moore,James,M,36,GA,PVT,E1,31B,Military Police,Law Enforcement,DISCOM,3-16 FA,Foxtrot,3rd PLT,2007-05-02,17.1,Leave,OEF,Afghanistan,7,1,1917,1659,422,3998,433,PASS,20.7,82,39,M4 Carbine,17,MARKSMAN,MA/MS Degree,Top Secret,NO,NO,YES,HMMWV,Combat Medic Badge,Air Assault Badge,Outstanding,2008-09-05,Profile,YES,-245,ETS Eligible
US-0100,Davis,Lauren,F,21,KY,MSG,E8,25U,Signal Support Specialist,Signal,3rd BCT,1-82 FA,Foxtrot,4th PLT,2020-09-19,3.7,Deployed,NTC Rotation,Fort Irwin,0,0,4739,1468,422,6629,393,PASS,16.3,34,34,M249 SAW,40,EXPERT,AA Degree,TS/SCI,NO,NO,NO,HMMWV,None,Combat Infantry Badge,Highly Qualified,2021-06-26,Profile,YES,-9,ETS Eligible
US-0101,Wright,Aaron,M,25,GA,SGM,E9,25B,IT Specialist,Signal,DISCOM,2-4 AVN,HHC,1st PLT,2009-10-28,14.6,Active Duty,NTC Rotation,Fort Irwin,0,0,5473,0,422,5895,492,PASS,13.3,35,52,M4 Carbine,37,EXPERT,BA/BS Degree,TS/SCI,NO,NO,NO,M2A3 Bradley,Bronze Star Medal,None,Qualified,2011-09-22,Fit for Duty,YES,-452,ETS Eligible
US-0102,Davis,Kevin,M,44,AZ,SFC,E7,25B,IT Specialist,Signal,CAB,1-82 FA,Echo,1st PLT,2018-01-23,6.4,Medical Hold,Peacetime,CONUS,0,0,3294,0,422,3716,517,PASS,12.7,24,42,M249 SAW,18,MARKSMAN,BA/BS Degree,None,NO,NO,NO,None,None,None,Highly Qualified,2022-10-14,Fit for Duty,YES,207,Retained
US-0103,Garcia,Michael,M,33,KY,1SG,E8,25U,Signal Support Specialist,Signal,CAB,3-66 AR,Alpha,HQ PLT,2018-11-21,5.5,Deployed,Peacetime,CONUS,0,0,4739,1303,422,6464,535,PASS,16.7,76,65,M4 Carbine,18,MARKSMAN,BA/BS Degree,Secret,YES,NO,NO,LMTV,Bronze Star Medal,None,Outstanding,2021-08-10,Medical Hold,YES,1090,Retained
US-0104,Johnson,Aaron,M,23,IL,2LT,O1,92A,Automated Logistical Specialist,Logistics,2nd BCT,1-8 CAV,Foxtrot,3rd PLT,2006-04-25,18.1,Attached,NTC Rotation,Fort Irwin,0,0,3637,1766,266,5669,341,FAIL,19,34,40,M249 SAW,37,EXPERT,MA/MS Degree,Secret,NO,NO,NO,FMTV,Combat Medic Badge,None,Highly Qualified,2014-01-18,Medical Hold,YES,-385,ETS Eligible
US-0105,Allen,Luis,M,22,IN,SFC,E7,25B,IT Specialist,Signal,CAB,15th BSB,Charlie,2nd PLT,2016-01-01,8.4,TDY,OIF,Iraq,2,0,3294,0,422,3716,534,PASS,17.6,21,63,M4 Carbine,26,MARKSMAN,Some College,Secret,NO,YES,YES,M1126 Stryker,Airborne Badge,None,Qualified,2016-10-24,Fit for Duty,YES,1030,Retained
US-0106,Brown,Maria,F,40,IN,2LT,O1,25U,Signal Support Specialist,Signal,3rd BCT,3-66 AR,Bravo,4th PLT,2022-10-05,1.7,Leave,JRTC Rotation,Fort Johnson,0,0,3637,1797,266,5700,472,PASS,14,81,65,M249 SAW,37,EXPERT,BA/BS Degree,Top Secret,NO,YES,YES,None,Airborne Badge,Meritorious Service Medal,Needs Improvement,2023-10-14,Fit for Duty,NO,404,Retained
US-0107,Davis,Ryan,M,23,CO,2LT,O1,19D,Cavalry Scout,Combat,1st BCT,1-41 IN,Charlie,3rd PLT,2008-10-07,15.6,Active Duty,JRTC Rotation,Fort Johnson,0,0,3637,981,266,4884,417,PASS,16.3,36,43,M4 Carbine,27,MARKSMAN,BA/BS Degree,TS/SCI,NO,NO,NO,None,Bronze Star Medal,None,Highly Qualified,2016-06-01,Limited Duty,YES,-85,ETS Eligible
US-0108,Allen,Amanda,F,37,CO,MSG,E8,12B,Combat Engineer,Combat Support,CAB,2-5 CAV,Foxtrot,1st PLT,2011-08-13,12.8,Leave,OIF,Iraq,10,1,4739,0,422,5161,372,PASS,13.1,30,54,M4 Carbine,33,SHARPSHOOTER,Some College,None,NO,NO,NO,None,Army Achievement Medal,None,Outstanding,2015-08-11,Fit for Duty,YES,278,Retained
US-0109,Hall,Keisha,F,27,AZ,1SG,E8,15T,UH-60 Helicopter Repairer,Aviation,3rd BCT,2-12 IN,Bravo,1st PLT,2006-02-11,18.3,Leave,KFOR,Kosovo,15,2,4739,0,422,5161,440,PASS,15.6,47,35,M9 Pistol,22,MARKSMAN,BA/BS Degree,Top Secret,YES,NO,YES,M1126 Stryker,Army Achievement Medal,None,Qualified,2008-01-17,Limited Duty,YES,1728,Retained
US-0110,Jackson,Sarah,F,35,AL,CPT,O3,35F,Intelligence Analyst,Intelligence,2nd BCT,87th BSB,Alpha,3rd PLT,2014-11-12,9.6,Transition,KFOR,Kosovo,8,1,4836,1263,266,6365,339,FAIL,17.3,29,78,M4 Carbine,37,EXPERT,MA/MS Degree,None,NO,NO,NO,M1A2 Abrams,Purple Heart,Meritorious Service Medal,Qualified,2018-06-06,Profile,YES,-358,ETS Eligible
US-0111,Lewis,Tyler,M,36,SC,SSG,E6,12B,Combat Engineer,Combat Support,2nd BCT,1-41 IN,Bravo,1st PLT,2014-07-01,9.9,Attached,OIF,Iraq,13,2,2980,0,422,3402,324,FAIL,19.6,36,50,M4 Carbine,28,MARKSMAN,BA/BS Degree,Top Secret,NO,YES,NO,M2A3 Bradley,Air Assault Badge,None,Needs Improvement,2020-05-09,Fit for Duty,YES,-90,ETS Eligible
US-0112,Taylor,Tyler,M,27,PA,1LT,O2,94F,Special Electronic Devices Repairer,Maintenance,CAB,2-12 IN,Delta,4th PLT,2017-10-31,6.6,TDY,Peacetime,CONUS,0,0,4188,0,266,4454,495,PASS,14,45,39,M4 Carbine,28,MARKSMAN,BA/BS Degree,Top Secret,YES,NO,NO,M2A3 Bradley,Purple Heart,Army Commendation Medal,Outstanding,2018-07-05,Fit for Duty,YES,730,Retained
US-0113,Moore,Amanda,F,44,CA,1SG,E8,19D,Cavalry Scout,Combat,CAB,21st BSB,Echo,1st PLT,2009-03-20,15.2,Attached,KFOR,Kosovo,6,1,4739,1633,422,6794,318,FAIL,19,75,53,M249 SAW,18,MARKSMAN,Some College,None,NO,YES,NO,M1126 Stryker,Bronze Star Medal,Meritorious Service Medal,Qualified,2024-10-21,Fit for Duty,YES,315,Retained
US-0114,Lewis,Nathan,M,45,IL,CPT,O3,15T,UH-60 Helicopter Repairer,Aviation,1st BCT,1-4 AVN,Alpha,2nd PLT,2013-05-10,11.1,Medical Hold,KFOR,Kosovo,14,2,4836,1163,266,6265,373,PASS,17.5,42,52,M240B,39,EXPERT,Some College,None,NO,NO,NO,None,None,None,Highly Qualified,2022-03-09,Profile,YES,1602,Retained
US-0115,Robinson,James,M,35,MI,SGT,E5,15T,UH-60 Helicopter Repairer,Aviation,2nd BCT,21st BSB,Foxtrot,1st PLT,2010-01-08,14.4,Transition,OIR,Iraq/Syria,9,1,2730,2116,422,5268,525,PASS,16.1,44,52,M240B,22,MARKSMAN,MA/MS Degree,None,YES,NO,NO,None,Expert Infantryman Badge,None,Outstanding,2012-06-04,Medical Hold,YES,1473,Retained
US-0116,Anderson,Jason,M,39,KY,2LT,O1,25B,IT Specialist,Signal,3rd BCT,2-12 IN,Echo,3rd PLT,2009-03-24,15.2,Leave,OEF,Afghanistan,7,1,3637,916,266,4819,303,FAIL,18.1,63,38,M9 Pistol,25,MARKSMAN,BA/BS Degree,None,NO,NO,NO,M2A3 Bradley,Bronze Star Medal,Meritorious Service Medal,Outstanding,2023-10-02,Medical Hold,YES,1786,Retained
US-0117,Brown,Derek,M,36,MI,COL,O6,12B,Combat Engineer,Combat Support,DISCOM,2-12 IN,Echo,HQ PLT,2022-02-10,2.3,Medical Hold,OEF,Afghanistan,10,1,7668,0,266,7934,447,PASS,14.4,34,77,M9 Pistol,26,MARKSMAN,HS Diploma,None,NO,YES,NO,LMTV,Purple Heart,None,Needs Improvement,2022-09-03,Limited Duty,YES,1063,Retained
US-0118,Williams,Elijah,M,37,CO,SGT,E5,12B,Combat Engineer,Combat Support,2nd BCT,1-82 FA,Delta,HQ PLT,2015-04-07,9.2,Transition,OEF,Afghanistan,10,1,2730,0,422,3152,450,PASS,16.6,60,41,M4 Carbine,16,MARKSMAN,BA/BS Degree,Secret,NO,YES,NO,HMMWV,Expert Infantryman Badge,None,Qualified,2019-04-20,Limited Duty,YES,-481,ETS Eligible
US-0119,Jackson,Michael,M,28,AL,PVT,E1,94F,Special Electronic Devices Repairer,Maintenance,3rd BCT,15th BSB,Bravo,1st PLT,2020-03-06,4.2,Medical Hold,OIF,Iraq,7,1,1917,1263,422,3602,547,PASS,15.2,26,54,M240B,21,MARKSMAN,AA Degree,Top Secret,NO,NO,NO,None,Army Achievement Medal,Bronze Star Medal,Needs Improvement,2024-07-20,Profile,YES,1152,Retained
US-0120,Thompson,Kevin,M,21,KY,SGT,E5,13F,Fire Support Specialist,Combat Support,DISCOM,1-8 CAV,HHC,HQ PLT,2008-10-16,15.6,Active Duty,OIF,Iraq,11,1,2730,0,422,3152,563,PASS,15.7,60,46,M4 Carbine,35,SHARPSHOOTER,AA Degree,None,NO,NO,NO,M2A3 Bradley,Army Commendation Medal,None,Highly Qualified,2023-08-05,Limited Duty,YES,-462,ETS Eligible
US-0121,Wright,Elijah,M,35,AL,CPL,E4,15T,UH-60 Helicopter Repairer,Aviation,DIVARTY,2-12 IN,HHC,HQ PLT,2020-09-19,3.7,TDY,OEF,Afghanistan,13,2,2504,0,422,2926,544,PASS,14.9,70,36,M249 SAW,35,SHARPSHOOTER,Some College,TS/SCI,NO,YES,YES,None,Combat Medic Badge,Air Assault Badge,Qualified,2020-01-06,Limited Duty,YES,-448,ETS Eligible
US-0122,Allen,Tyler,M,21,CA,COL,O6,12B,Combat Engineer,Combat Support,1st BCT,15th BSB,Alpha,1st PLT,2010-09-28,13.7,Attached,JRTC Rotation,Fort Johnson,0,0,7668,1273,266,9207,527,PASS,20.9,38,46,M4 Carbine,19,MARKSMAN,HS Diploma,Top Secret,NO,NO,YES,M2A3 Bradley,Combat Infantry Badge,Bronze Star Medal,Needs Improvement,2017-05-16,Profile,YES,964,Retained
US-0123,Anderson,Maria,F,23,MI,SPC,E3,35F,Intelligence Analyst,Intelligence,3rd BCT,3-66 AR,Alpha,4th PLT,2013-12-23,10.4,Active Duty,KFOR,Kosovo,8,1,2259,1589,422,4270,347,FAIL,19.3,61,40,M249 SAW,38,EXPERT,BA/BS Degree,TS/SCI,NO,NO,NO,FMTV,None,None,Qualified,2015-12-07,Medical Hold,YES,1478,Retained
